company,estimated_revenue_eur_million,city,sectors_active,website
GROSSKRAFTWERK MANNHEIM,776,Mannheim,Utilities,http://www.gkm.de
GKN DRIVELINE DEUTSCHLAND,688,Offenbach,Metals & Metal Products,http://www.gknplc.com
GLAS TROESCH EUROHOLDING,643,Bad Krozingen,Business Services,http://www.glastroesch.de
GLAXOSMITHKLINE BETEILIGUNGS,1517,Muenchen,Business Services,http://www.glaxosmithkline.de
GREAT LAKES INSURANCE,4021,Munchen,"Banking, Insurance & Financial Services",http://www.glise.com
GLOBAL TECH I OFFSHORE WIND,299,Hamburg,Utilities,http://www.globaltechone.de
GLOBUS HOLDING,6903,St. Wendel,Property Services,http://www.globus.de
GLOVIS EUROPE,440,Frankfurt,"Transport, Freight & Storage",http://www.glovis.eu
GLS BETEILIGUNGS,1347,Neuenstein,Business Services,http://www.gls-germany.com
BERNHARD GLUECK KIES-SAND-HARTSTEINSPLITT,611,Graefelfing,Mining & Extraction,http://www.glueck-kies.de
FEDERAL-MOGUL HOLDING DEUTSCHLAND,1643,Wiesbaden,Business Services,http://www.glyco.de
GMH GUSS,419,Schwerte,Business Services,http://www.gmh-gruppe.de
GEORGSMARIENHUETTE,2268,Georgsmarienhuette,Business Services,http://www.gmh-holding.de
GMH RECYCLING,485,Osnabrueck,Wholesale,http://www.gmh-recycling.de
ORTWIN GOLDBECK HOLDING,2996,Bielefeld,Business Services,http://www.goldbeck.de
GOLDHOFER,234,Memmingen,Transport Manufacturing,http://www.goldhofer.de
GOLDMAN SACHS BANK EUROPE,150,Frankfurt Am Main,"Banking, Insurance & Financial Services",http://www.goldmansachs.com/disclosures/gsbank
GOLDSTEIG KAESEREIEN BAYERWALD,546,Cham,Food & Tobacco Manufacturing,http://www.goldsteig.de
GONVAUTO THUERINGEN,286,Amt Wachsenburg,Metals & Metal Products,http://www.gonvauto.de
GOODMILLS DEUTSCHLAND,451,Hamburg,Food & Tobacco Manufacturing,http://www.goodmills.de
GOOGLE GERMANY,554,Hamburg,Computer Software,http://www.google.de
W.L. GORE & ASSOCIATES,680,Putzbrunn,Textiles & Clothing Manufacturing,http://www.gore.com
HPV HANSEATIC PETROL VERTRIEBS,312,Berlin,Retail,http://www.go-tankstellen.de
GOTTFRIED SCHULTZ B.V. & CO.KG,1308,Ratingen,Wholesale,http://www.gottfried-schultz.de
GP GUENTER PAPENBURG,818,Hannover,Wholesale,http://www.gp-papenburg.de
GRACE,636,Worms,"Chemicals, Petroleum, Rubber & Plastic",http://www.grace.com
GUENTHER GRAF VON HARDENBERG,392,Singen,Business Services,http://www.grafhardenberg.de
GRAMMER,2059,Amberg,Transport Manufacturing,http://www.grammer.com
GREENLAND SEAFOOD WILHELMSHAVEN,338,Wilhelmshaven,Food & Tobacco Manufacturing,http://www.greenlandseafood.eu
GREENYARD FRESH HOLDING DE,1126,Bremen,"Travel, Personal & Leisure",http://www.greenyardfresh.de
GRENKE,594,Baden-Baden,"Banking, Insurance & Financial Services",http://www.grenke.de
GRENZEBACH MASCHINENBAU,346,Asbach-Baeumenheim,,http://www.grenzebach.com
GRILLO-WERKE,813,Duisburg,Metals & Metal Products,http://www.grillo.de
WILHELM GRILLO HANDELSGESELLSCHAFT,1104,Duisburg,Wholesale,http://www.grillohandel.de
GRIMME,506,Damme,Business Services,http://www.grimme.de
GROB-WERKE,1503,Mindelheim,"Industrial, Electric & Electronic Machinery",http://www.grobgroup.com
GROHE HOLDING,1458,Hemer,Business Services,http://www.grohe.com
PG BETEILIGUNGEN,473,St. Ingbert,Business Services,http://www.gross-bau.de
JUMIA TECHNOLOGIES,133,Berlin,Business Services,http://www.group.jumia.com
KERNKRAFTWERKE LIPPE-EMS GESELLSCHAFT MIT BESCHRAENKTER,332,Lingen,Utilities,http://www.group.rwe
GROUP7,122,Oberding,"Transport, Freight & Storage",http://www.group-7.de
GROUPE SEB DEUTSCHLAND,322,Frankfurt,Business Services,http://www.groupseb.com
GRUENENTHAL PHARMA & CO. KOMMANDITGESELLSCHAFT,1377,Aachen,"Chemicals, Petroleum, Rubber & Plastic",http://www.gruenenthal.com
DSD - DUALES SYSTEM HOLDING,617,Koeln,Business Services,http://www.gruener-punkt.de
GRUENENTHAL,681,Aachen,"Chemicals, Petroleum, Rubber & Plastic",http://www.grunenthal.com
GEWERBESIEDLUNGS-GESELLSCHAFT MIT BESCHRAENKTER,546,Berlin,Business Services,http://www.gsg.de
GSI HELMHOLTZZENTRUM FUER SCHWERIONENFORSCHUNG,293,Darmstadt,Business Services,http://www.gsi.de
GSW IMMOBILIEN,425,Berlin,Construction,http://www.gsw.de
GTUE GESELLSCHAFT FUER TECHNISCHE UEBERWACHUNG,373,Stuttgart,Business Services,http://www.gtue.de
GRETSCH-UNITAS,546,Ditzingen,Business Services,http://www.g-u.com
G - ELIT PRAEZISIONSWERKZEUG-GESELLSCHAFT MIT BESCHRAENKTER,338,Berlin,Metals & Metal Products,http://www.guehring.de
GUENTHER,168,Bamberg,Business Services,http://www.guenther-holding.com
GULP CONSULTING SERVICES,406,Muenchen,Business Services,http://www.gulp.de
GUNVOR DEUTSCHLAND,3081,Ingolstadt,"Chemicals, Petroleum, Rubber & Plastic",http://www.gunvor-deutschland.de
GUTMANN,121,Weissenburg,Metals & Metal Products,http://www.gutmann.de
GUT VON HOLSTEIN,384,Bad Bramstedt,Wholesale,http://www.gut-von-holstein.de
GASVERSORGUNG SUEDDEUTSCHLAND,1315,Stuttgart,Utilities,http://www.gvs-erdgas.de
GWG GELLSCHAFT FUER WOHNUNGS- UND GEWERBEBAU BADEN-WUERTTEMBERG,166,Stuttgart,Property Services,http://www.gwg-gruppe.de
SHB SCHWAEBISCH HALLER BETEILIGUNGSGESELLSCHAFT,545,Schwaebisch Hall,Business Services,http://www.gwg-sha.de
GWH WOHNUNGSGESELLSCHAFT HESSEN,330,Frankfurt,Property Services,http://www.gwh.de
GEBRUEDER WEISS,1695,Memmingen,"Transport, Freight & Storage",http://www.gw-world.com
HABERMAASS,384,Bad Rodach,Miscellaneous Manufacturing,http://www.haba.de
HACH LANGE,341,Berlin,Wholesale,http://www.hach.com
HAECKER KUECHEN,613,Roedinghausen,"Wood, Furniture & Paper Manufacturing",http://www.haecker-kuechen.de
HAEFELE,1447,Nagold,Wholesale,http://www.haefele.de
HAEMATO PHARM,285,Schoenefeld,"Chemicals, Petroleum, Rubber & Plastic",http://www.haemato.de
HAGEBAU,5915,Soltau,Wholesale,http://www.hagebau.com
HAGEBAU LOGISTIK,465,Soltau,Wholesale,http://www.hagebau-logistik.com
HAGEDA-STUMPF,360,Muenchen,Wholesale,http://www.hagedastumpf.de
HAUPTGENOSNSCHAFT NORD,1368,Kiel,Wholesale,http://www.hage-kiel.de
HAGER,1896,Blieskastel,Business Services,http://www.hager.de
HAHN AIR LINES,824,Dreieich,,http://www.hahnair.com
HAHN AUTOMOBILE,507,Fellbach,Wholesale,http://www.hahn-automobile.de
FLUGHAFEN HAMBURG GESELLSCHAFT MIT BESCHRAENKTER,337,Hamburg,"Transport, Freight & Storage",http://www.ham.airport.de
HAMA HAMAPHOT HANKE & THOMAS,547,Monheim,Business Services,http://www.hama.de
HAMBERGER HOLDING,334,Stephanskirchen,Business Services,http://www.hamberger.com
HAMBERGER INDUSTRIEWERKE,334,Stephanskirchen,Business Services,http://www.hamberger.de
HAMBURGER RIEGER,337,Trostberg,Wholesale,http://www.hamburger-rieger.com
HANDELSMARKEN GESELLSCHAFT MIT BESCHRAENKTER,856,Offenburg,Business Services,http://www.handelsmarken-.de
HANDTMANN BETEILIGUNGEN,911,Biberach,Business Services,http://www.handtmann.de
HPM DIE HANDWERKSGRUPPE,366,Hamburg,Business Services,http://www.handwerksgruppe.de
FRANZ HANIEL,4829,Duisburg,Business Services,http://www.haniel.de
HANKOOK REIFEN DEUTSCHLAND,434,Neu-Isenburg,Wholesale,http://www.hankookreifen.de
HANSA-FLEX,471,Bremen,"Chemicals, Petroleum, Rubber & Plastic",http://www.hansa-flex.com
HANSA-HEEMANN,330,Rellingen,Food & Tobacco Manufacturing,http://www.hansa-heemann.de
H.O.T. HANSEATIC OIL TRADING,446,Hamburg,Wholesale,http://www.hanseatic-oil-trading.de
HANYACHTS,158,Greifswald,Transport Manufacturing,http://www.hansegroup.com
HANMERKUR LEBENSVERSICHERUNG,217,Hamburg,"Banking, Insurance & Financial Services",http://www.hansemerkur.de
HANSGROHE,1129,Schiltach,Metals & Metal Products,http://www.hansgrohe.de
KUPFER HOLDING,190,Heilsbronn,Business Services,http://www.hanskupfer.de
HAPAG-LLOYD,12648,Hamburg,"Transport, Freight & Storage",http://www.hapag-lloyd.com
HARMAN BECKER AUTOMOTIVE SYSTEMS,1334,Karlsbad,"Industrial, Electric & Electronic Machinery",http://www.harman.com
HARMONIC DRIVE,120,Limburg,Metals & Metal Products,http://www.harmonicdrive.de
HARRY-BROT,1051,Schenefeld,Food & Tobacco Manufacturing,http://www.harry-brot.de
PAUL HARTMANN,2212,Heidenheim,"Chemicals, Petroleum, Rubber & Plastic",http://www.hartmann.info
HARTMANN,429,Leer,"Transport, Freight & Storage",http://www.hartmann-ag.com
A. HARTRODT ( & CO) KG,542,Hamburg,"Transport, Freight & Storage",http://www.hartrodt.com
HARZ ENERGIE,297,Osterode,Utilities,http://www.harzenergie.de
ERW INDUSTRIEVERWALTUNG,516,Battenberg,Business Services,http://www.hasenclever.com/d/index_d.html
FRANZ JOSEF HASLBERGER & CO. BETEILIGUNGS KG,470,Freising,Business Services,http://www.hasit.de
HAMBURGER SPARKAS (AKA),989,Hamburg,"Banking, Insurance & Financial Services",http://www.haspa.de
HASSIA MINERALQUELLEN,310,Bad Vilbel,Food & Tobacco Manufacturing,http://www.hassia.com
HAUCK & AUFHAUR PRIVATBANKIERS,192,Frankfurt Am Main,"Banking, Insurance & Financial Services",http://www.hauck-aufhaeuser.com
BAYERISCHE HAUSBAU,574,Muenchen,Business Services,http://www.hausbau.de
HAVAS MEDIA GERMANY,334,Frankfurt,Business Services,http://www.havasmedia.de
HAVI LOGISTICS,1707,Duisburg,"Transport, Freight & Storage",http://www.havi.com
HAWE HYDRAULIK,390,Aschheim,Metals & Metal Products,http://www.hawe.com
HAWESKO HOLDING,580,Hamburg,Retail,http://www.hawesko.com
HAYS,1533,Mannheim,Computer Software,http://www.hays.de
HAMBURG COMMERCIAL BANK,690,Hamburg,"Banking, Insurance & Financial Services",http://www.hcob-bank.de
HCS GROUP,408,Hamburg,Business Services,http://www.h-c-s-group.com
HDI LEBENSVERSICHERUNG,1699,Koln,"Banking, Insurance & Financial Services",http://www.hdi.de
HDI GLOBAL,4448,Hannover,"Banking, Insurance & Financial Services",http://www.hdi.global
HDI GLOBAL NETWORK,907,Hannover,"Banking, Insurance & Financial Services",http://www.hdi-gerling.de
HEAG,2118,Darmstadt,Business Services,http://www.heag.de
SIEMENS HEALTHCARE,2922,Muenchen,Biotechnology and Life Sciences,http://www.healthcare.siemens.com
HEBERGER HOLDING,346,Schifferstadt,Property Services,http://www.heberger.de
HECKLER & KOCH,228,Oberndorf Am Neckar,Metals & Metal Products,http://www.heckler-koch.com
AUTOHAUS HEERMANN UND RHEIN,699,Heilbronn,Wholesale,http://www.heermann-rhein.de
DETLEF HEGEMANN,167,Bremen,Business Services,http://www.hegemann-gruppe.de
HEIDELBERGER DRUCKMASCHINEN,2528,Heidelberg,"Industrial, Electric & Electronic Machinery",http://www.heidelberg.com
HEIDELBERGCEMENT,19126,Heidelberg,"Leather, Stone, Clay & Glass products",http://www.heidelbergcement.com
HEIDELBERGER BETON,341,Heidelberg,"Leather, Stone, Clay & Glass products",http://www.heidelberger-beton.de
HEIDELBERGER LEBENSVERSICHERUNG,677,Heidelberg,"Banking, Insurance & Financial Services",http://www.heidelberger-leben.de
KALVELAGE HOLDING,618,Hoeltinghausen,Business Services,http://www.heidemark.de
DR. JOHANNES HEIDENHAIN GESELLSCHAFT MIT BESCHRAENKTER,1396,Traunreut,"Industrial, Electric & Electronic Machinery",http://www.heidenhain.de
RAFFINERIE HEIDE,2410,Hemmingstedt,"Chemicals, Petroleum, Rubber & Plastic",http://www.heiderefinery.com
HEILMANN,137,Buechen,Retail,http://www.heilmann-ag.de
HEINZ-GLAS & CO. KGAA,334,Tettau,"Leather, Stone, Clay & Glass products",http://www.heinz-glas.com
SECURITON BETEILIGUNGS-,335,Sulzburg,Business Services,http://www.hekatron.de
HELIOS KLINIKEN SCHWERIN,353,Schwerin,"Public Administration, Education, Health Social Services",http://www.helios-kliniken.de/klinik/schwerin.html
HELLA,7234,Lippstadt,"Industrial, Electric & Electronic Machinery",http://www.hella.com
HELLER HOLDING,610,Nuertingen,Business Services,http://www.heller.biz
HARWICH HOLDING,369,Tornesch,Business Services,http://www.hellermanntyton.com
HELLMANN WORLDWIDE LOGISTICS,2673,Osnabrueck,"Transport, Freight & Storage",http://www.hellmann.com
HELLOFRESH,1813,Berlin,Food & Tobacco Manufacturing,http://www.hellofreshgroup.com
MKD VERMOEGENSVERWALTUNGS BETEILIGUNGS BERLIN,803,Berlin,Retail,http://www.hellweg.de
HELMA EIGENHEIMBAU,265,Lehrte,Construction,http://www.helma.de
HELM,5229,Hamburg,Wholesale,http://www.helmag.com
HELMHOLTZ ZENTRUM MUENCHEN DEUTSCHES FORSCHUNGSZENTR. FUER GESUNDHEIT U. UMWELT,317,Muenchen,Business Services,http://www.helmholtz-muenchen.de
HELU KABEL,618,Hemmingen,"Industrial, Electric & Electronic Machinery",http://www.helukabel.de
HELVETIA SCHWEIZERISCHE VERSICHERUNGSGELLSCHAFT,500,Frankfurt,"Banking, Insurance & Financial Services",http://www.helvetia.com
HELVETIA SCHWEIZERISCHE LEBENSVERSICHERUNGS,257,Frankfurt Am Main,"Banking, Insurance & Financial Services",http://www.helvetia.de
HEMPELMANN WITTEMOELLER,325,Hiddenhausen,Wholesale,http://www.hempelmann-wittemoeller.de
HENGST HOLDING,457,Muenster,Business Services,http://www.hengst.de
HENKEL,20255,Dusseldorf,"Chemicals, Petroleum, Rubber & Plastic",http://www.henkel.de
HENRY SCHEIN SERVICES,438,Langen,Wholesale,http://www.henryschein.de
HENRY SCHEIN DENTAL DEUTSCHLAND,374,Langen,Wholesale,http://www.henryschein-dental.de
HENSEL RECYCLING,387,Aschaffenburg,Waste Management & Treatment,http://www.hensel-recycling.com
HENSOLDT HOLDING,1164,Taufkirchen,Business Services,http://www.hensoldt.net
HERAEUS HOLDING GESELLSCHAFT MIT BESCHRAENKTER,20722,Hanau,Business Services,http://www.heraeus.de
HERISTO HOLDING,1322,Bad Rothenfelde,Business Services,http://www.heristo.de
HERMA HOLDING + CO.KG,374,Filderstadt,Business Services,http://www.herma.de
HERMANN LOTHER & CO. MINERALOELHANDELSGESELLSCHAFT,471,Hamburg,Retail,http://www.hermannlother.de
MASCHINENFABRIK BERTHOLD HERMLE,433,Gosheim,"Industrial, Electric & Electronic Machinery",http://www.hermle.de
HERRENKNECHT,1380,Schwanau,"Industrial, Electric & Electronic Machinery",http://www.herrenknecht.de
HERTZ AUTOVERMIETUNG,630,Eschborn,"Travel, Personal & Leisure",http://www.hertz.de
PHILIPPI & HERWECK HOLDING,441,St. Ingbert,Business Services,http://www.herweck.de
H E X A L,600,Holzkirchen,"Chemicals, Petroleum, Rubber & Plastic",http://www.hexal.de
HGDF FAMILIENHOLDING,689,Flensburg,Business Services,http://www.hgdf.de
HGM ENERGY,1121,Bremen,"Transport, Freight & Storage",http://www.hgm-energy.com
HAMBURGER HAFEN UND LOGISTIK,1417,Hamburg,"Transport, Freight & Storage",http://www.hhla.de
HOSPITALITY ALLIANCE,297,Muenchen,Business Services,http://www.h-hotels.com
HITACHI HIGH-TECH EUROPE,818,Krefeld,Wholesale,http://www.hht-eu.com
HTT HOLDING,679,Frankfurt,Business Services,http://www.hidden-peak-capital.com
HIL HEERESINSTANDSETZUNGSLOGISTIK,348,Bonn,Business Services,http://www.hil.de
HILTI DEUTSCHLAND,700,Kaufering,Metals & Metal Products,http://www.hilti.de
HIPP,635,Pfaffenhofen,Wholesale,http://www.hipp.de
HIRSCHVOGEL HOLDING,1315,Denklingen,Business Services,http://www.hirschvogel.com
DOHLE HANDELSGRUPPE HOLDING,1406,Siegburg,Business Services,http://www.hit.de
HITACHI AUTOMOTIVE SYSTEMS EUROPE GESELLSCHAFT MIT BESCHRAENKTER,330,Oberding,Wholesale,http://www.hitachi.de
HITACHI METALS EUROPE GESELLSCHAFT MIT BESCHRAENKTER,287,Duesseldorf,Wholesale,http://www.hitachi-metals.co.jp
HKL BAUMASCHINEN,380,Hamburg,"Industrial, Electric & Electronic Machinery",http://www.hkl-baumaschinen.de
HUETTENWERKE KRUPP MANNESMANN GESELLSCHAFT MIT BESCHRAENKTER,2548,Duisburg,Metals & Metal Products,http://www.hkm.de
H&M,2356,Hamburg,Retail,http://www.hm.com
HMS BERGBAU,260,Berlin,Retail,http://www.hms-ag.com
HOBBY-WOHNWAGENWERK ING. HARALD STRIEWSKI,507,Fockbek,"Industrial, Electric & Electronic Machinery",http://www.hobby-caravan.de
HOBERG & DRIESCH,838,Duesseldorf,Business Services,http://www.hoberg-driesch.de
IMPLENIA HOCHBAU,348,Raunheim,Construction,http://www.hochbau.implenia.com
HOCHLAND HOLDING,1532,Heimenkirch,Business Services,http://www.hochland-group.com
HOCHTIEF,25967,Essen,Construction,http://www.hochtief.de
HOCHWALD FOODS,1186,Thalfang,Food & Tobacco Manufacturing,http://www.hochwald.de
HOERBIGER DEUTSCHLAND HOLDING,597,Schongau,Business Services,http://www.hoerbiger.com
HOERMANN HOLDING & CO.KG,690,Kirchseeon,"Banking, Insurance & Financial Services",http://www.hoermann-gruppe.de
FRANZ HOFFMANN & CO. VERWALTUNGS KG,741,Muenchen,Business Services,http://www.hoffmann-group.com
I.K. HOFMANN,943,Nuernberg,Business Services,http://www.hofmann.info
HOLIDAYCHECK GROUP,144,Munchen,Business Services,http://www.holidaychecroup.com
GEORG VON HOLTZBRINCK,1558,Stuttgart,Business Services,http://www.holtzbrinck.de
HOME24,376,Berlin,Wholesale,http://www.home24.de
HOMESTEAD,1218,Osnabrueck,Business Services,http://www.homestead.de
HOPPE,198,Stadtallendorf,Metals & Metal Products,http://www.hoppe.com
ACCUMULATORENWERKE HOPPECKE CARL ZOELLNER & SOHN,441,Brilon,Business Services,http://www.hoppecke.com
HORNBACH-BAUMARKT,4184,Bornheim,Retail,http://www.hornbach.de
HORNBACH MANEMENT,4458,Annweiler,Business Services,http://www.hornbach-holding.de
HORN GLASS INDUSTRIES,121,Ploessberg,Construction,http://www.hornglas.de
HORSCH HOLDING,429,Schwandorf,Business Services,http://www.horsch.com
HOSOKAWA ALPINE,267,Augsburg,"Industrial, Electric & Electronic Machinery",http://www.hosokawa-alpine.com
HOWOGE WOHNUNGSBAUGESELLSCHAFT MIT BESCHRAENKTER,395,Berlin,Property Services,http://www.howoge.de
HOYER ASSET MANAGEMENT,4303,Visselhoevede,Business Services,http://www.hoyer-energie.de
HOYER INTERNATIONALE FACHSPEDITION,1214,Hamburg,"Transport, Freight & Storage",http://www.hoyer-group.com
HEWLETT-PACKARD,3110,Boeblingen,"Industrial, Electric & Electronic Machinery",http://www.hp.com
EQUITA & CO. HOLDING KGAA,493,Bad Homburg,"Banking, Insurance & Financial Services",http://www.hqequita.com
HR GROUP,403,Osnabrueck,Business Services,http://www.hr-group.de
HSBC TRINKAUS & BURKHARDT,815,Dusseldorf,"Banking, Insurance & Financial Services",http://www.hsbc.de
HSE24 MULTICHANNEL,853,Ismaning,Business Services,http://www.hse24.de
HSV FUSSBALL,131,Hamburg,"Travel, Personal & Leisure",http://www.hsv.de
HUAWEI TECHNOLOGIES DEUTSCHLAND,2247,Duesseldorf,Wholesale,http://www.huawei.com
MHM HOLDING GESELLSCHAFT MIT BESCHRAENKTER,841,Kirchheim,Business Services,http://www.hubergroup.com
HUEBNER HOLDING,369,Kassel,Business Services,http://www.hubner-germany.com
HUEHOCO GROUP HOLDING,286,Wuppertal,Business Services,http://www.huehoco.de
HUELPERT,491,Dortmund,Business Services,http://www.huelpert.de
HUELSKENS HOLDING & CO.KG,312,Wesel,Business Services,http://www.huelskens-holding.de
HUETTENES-ALBERTUS CHEMISCHE WERKE GESELLSCHAFT MIT BESCHR.,685,Duesseldorf,Wholesale,http://www.huettenes-albertus.com
HUF HUELSBECK & FUERST,1233,Velbert,Metals & Metal Products,http://www.huf-group.com
HEINRICH HUGENDUBEL BETEILIGUNGS,291,Muenchen,Business Services,http://www.hugendubel.de
HUGO BOSS,2883,Metzingen,Textiles & Clothing Manufacturing,http://www.hugoboss.com
HP HOLDING,370,Hamburg,Wholesale,http://www.hugopfohe.de
HUISSEL TABAK,328,Nufringen,Wholesale,http://www.huissel.de
HUK-COBURG-ALLGEMEINE VERSICHERUNG,2274,Coburg,"Banking, Insurance & Financial Services",http://www.huk.de
HUK24,882,Coburg,"Banking, Insurance & Financial Services",http://www.huk24.de
H&R,1090,Salzbergen,"Chemicals, Petroleum, Rubber & Plastic",http://www.hur.com
HUTCHINSON HOLDING,307,Muenchen,Business Services,http://www.hutchinson.de
TABAK-UND CIGARETTENFABRIK HEINTZ VAN LANDEWYCK,862,Trier,Food & Tobacco Manufacturing,http://www.hvl.lu
WITTMANN & HOFMANN,167,Ingolstadt,"Banking, Insurance & Financial Services",http://www.hwgruppe.de
HYDRO ALUMINIUM ROLLED PRODUCTS,2471,Grevenbroich,Metals & Metal Products,http://www.hydro.com
HYMER,556,Bad Waldsee,Transport Manufacturing,http://www.hymer.com
HYPOPORT,339,Berlin,"Banking, Insurance & Financial Services",http://www.hypoport.de
UNICREDIT BANK,5022,Munchen,"Banking, Insurance & Financial Services",http://www.hypovereinsbank.de
HYUNDAI MOTOR DEUTSCHLAND,1807,Offenbach,Wholesale,http://www.hyundai.de
HYUNDAI MOTOR EUROPE,7431,Offenbach,Wholesale,http://www.hyundai-europe.com
IAV INGENIEURGESELLSCHAFT AUTO UND VERKEHR,886,Berlin,"Travel, Personal & Leisure",http://www.iav.de
IBC SOLAR,312,Bad Staffelstein,Business Services,http://www.ibc-solar.de
IBG INDUSTRIE-BETEILIGUNGS GESELLSCHAFT & CO. KOMMANDITGESELLSCHAFT,295,Koeln,Business Services,http://www.ibg-cologne.com
IBM,3945,Ehningen,Business Services,http://www.ibm.com
BK GIULINI,367,Ladenburg,Business Services,http://www.icl-pp.com
ICOF EUROPE,335,Hamburg,Wholesale,http://www.icofgroup.com
IDEAL AUTOMOTIVE,440,Bamberg,Textiles & Clothing Manufacturing,http://www.ideal-group.com
IFA HOLDING,716,Haldensleben,Business Services,http://www.ifa-group.com
